Ticket,Problem,Solution
,"Service Brampton, Brampton Fire, and Brampton Transit face issues with multiple profiles and disk space on shared machines, exacerbated by new Tiny hardware with limited local drive space.","To address disk space issues on the new Tiny hardware for shared machines:

Service Brampton and Brampton Fire Machines:

Disable the installation and use of OneDrive.
Set the local cache for Outlook to 1 week.
Apply the Group Policy named �COB_O365_O2016_ServiceBrampton� to the following OUs:
Brampton.ca > ClientSystems > Win10 > Desktop > FireHallSharedMachines
Brampton.ca > ClientSystems > Win10 > Desktop > ServiceBramptonDispatch
Brampton Transit Machines:

Disable the installation and use of OneDrive.
Set the local cache for Outlook to 1 month.
Apply the Group Policy named �COB_O365_O2016_TransitShared� to the following OUs:
Brampton.ca > ClientSystems > Desktop > TransitShared
Brampton.ca > ClientSystems > Win10 > Desktop > TransitShared
Brampton.ca > Smartbus > Computers > Workstations
Administration Note:

Ensure that when swapping out or imaging Fire Hall, Service Brampton Dispatch, or Transit shared machines, the correct policies are applied to machines and they are placed in the appropriate OUs in Active Directory to manage disk space effectively and prevent profile issues.




"
,Service Desk needs guidance on handling Multi-Factor Authentication (MFA) requests.,"When handling Multi-Factor Authentication requests:

Regular Accounts (not _PA):

Add the account to the MFA_Regular_Users group as specified in the attached steps.
Privileged accounts (_PA):

Assign the task to the IT Security & Risk Team, following their designated process for privileged accounts.
Ensure to follow the attached steps for 'Multi-Factor Authentication - Service Desk Support' for detailed guidance on completing these tasks."
,"Users encounter various issues accessing HASTUS Self Service, including browser compatibility with Edge, pop-up blocker settings, password length restrictions, and specific login requirements."," To resolve issues with HASTUS Self Service:

Browser Compatibility and Pop-up Issues:

If using Edge, switch to Chrome or Firefox, or clear the browser cache and ensure pop-ups are allowed.
To allow pop-ups on Chrome, click the menu, go to Settings > Show advanced settings > Privacy > Content settings > Pop-ups > Manage exceptions.
Password Length Requirements:

Ensure your Windows password is under 15 characters, as passwords longer than 15 characters are not recognized by Self Service.
Portal Login from Home:

Log in to bramptonca.sharepoint.com using firstname.lastname@brampton.ca before navigating to Transit Self Service under Tools and Tech.
Transit Self Service Login:

Use the SAM ID (8 letter username) for Self Service login (e.g., wklapper) instead of the full email address (e.g., William.klapperbein@brampton.ca).
Accessing HASTUS SelfService:

Visit the Self Service link at http://transitselfservice.brampton.ca/SelfService/ after logging into the portal."
,Xplor/PerfectMind - PMScan Temporary Password Reset Process,"If you need a password reset for your PMScan a request to reset password must be submitted to the Xplor (PerfectMind) System Administrators.
Once your password has been reset you will receive an email with your new Temporary password.
Login in to PerfectMind Live Database (cityofbrampton.perfectmind.com) using your Corporate network login credentials. If you are unable to log in through the browser clear the browser cache and try again.
Once logged in go to the top right hand corner.
In top right corner click on your name your username

Select My Account in the drop down list

Reset your password using the temporary password you received as your current password and create a new secure password.If the current password provided in your email does not work when you try to reset, contact the IT Service Desk.
Once complete hit Save button
Launch the PMScan Application and login using your city email as your username and the newly created password.
You can also launch the PMScan application and use the new Temporary password to log into PMScan.
As soon as you log in for the first time in PMScan you will be prompted to change your password. Enter your New Temporary password first then your new password and confirm the new password and save. It should then take you to PMScan module.

For all POS issues or enquiries please email to Emailgrp_POS_Support@brampton.ca"
,Users encountering login issues with their iCIMS Career Opportunities account or technical issues with online applications for Brampton Transit recruiting.,"iCIMS Career Opportunities Login Issues:

For login problems with iCIMS Career Opportunities, advise clients to contact helpdesk@icims.com or call 1-800-889-4422 for assistance.
Brampton Transit Recruiting Online Application Issues:

Direct potential candidates facing issues with their online application to the Employment Opportunities FAQs page, specifically the Technical Support and Contact Information section, for guidance and support."
,The client's Android phone redirected to Brampton MFA instead of the intended organization's MFA when logging into another Microsoft-related organization.,"To resolve the issue:

Remove from Brampton MFA Group and Intune MFA:

Remove the user from the AD group ""MFA regular users"" and from Intune MFA settings to disassociate from Brampton MFA.
Remove Brampton Account from MFA App:

In the MFA app on the phone, have the user remove the Brampton account to prevent it from conflicting with other organization logins.
Clear Browser Cache:

Clear the browser cache on the phone to ensure any cached credentials or settings related to Brampton MFA are removed.
Test Other Organization Login:

After completing the above steps, test logging into the other organization to ensure that the MFA process correctly points to the intended organization without redirecting to Brampton MFA."
,"Integration of online payments via the Accela Public Portal (ACA) and tracking these payments in Accela, with plans for integration into Peoplesoft for financial tracking.","Payment Processing in Class:

Continue processing payments within the Class system as usual.
Online Payments via Accela Public Portal (ACA):

Clients will have the option to pay online through the ACA.
Payments made online will be tracked within Accela.
Tracking Payments:

Track online payments in Accela similar to how payments are currently tracked in Plantrak.
Peoplesoft Integration:

There is a Peoplesoft integration in development.
This integration will automate the transfer of payment information from Accela to Peoplesoft.
It will specify which fees have been paid and associate them with the appropriate GL (General Ledger) accounts in Peoplesoft.
Implementation Instructions:

Follow the specific instructions provided in the link for detailed steps on setting up and managing the integration and payment processing workflows between Accela, ACA, and Peoplesoft."
,"Users are not seeking IT support after wiping their phones due to multiple incorrect passcode attempts, leading to unmanaged devices posing security risks.","Activation Setting (Guided Access Mode):

Guided Access Mode forces devices to complete Company Portal enrollment before allowing any other device usage.
This setting is being reactivated to ensure proper device management.
Issue with Forgotten Passcodes:

Users who forget their device passcodes and exceed the maximum allowed attempts (10 tries) cause their phones to be wiped.
Users are not seeking IT support to re-enroll their devices after wiping, leaving them unmanaged and posing a security risk to the corporation.
Activation Process Details:

During activation with Guided Access Mode:
a) The remote management screen appears first, followed by passcode setup, appearance selection, and the welcome screen.
b) The Company Portal will download in the background, and the Guided Access screen will remain until the Company Portal is downloaded and opened, ensuring proper enrollment.
c) Company Portal will automatically open and complete enrollment.
User interaction is restricted until Company Portal enrollment is complete to ensure the device remains managed and secure."
,"Users' Azure Active Directory accounts were previously being locked out for 15 minutes after four incorrect password attempts globally, impacting remote workers accessing Brampton's resources.","Previous Policy (Before March 17th, 2023):

Any user, including remote workers, faced a 15-minute lockout period if their Azure Active Directory account received four incorrect password attempts from anywhere in the world.
This lockout affected all devices, potentially disrupting work for remote employees.
Updated Policy (As of March 17th, 2023):

Azure Active Directory now maintains a log of IP addresses from which users have successfully logged in.
If a user logs in consistently from a specific IP address (e.g., home), that IP address is added to the 'known IP address list' in Azure.
If a malicious actor attempts four incorrect password entries from an unfamiliar location, Azure AD will lock the account for 15 minutes globally, except for the known IP addresses listed.
This change ensures that users working from home are not locked out if unauthorized access attempts originate from different global locations.
Implementation Impact:

Remote workers using iPhones, corporate laptops from home, or accessing Brampton's resources from personal computers are affected.
VPN users are exempt from this policy as they are considered internal to the network."
,Users need to effectively use the 'Note' feature in Accela to add comments and update task statuses accurately within workflow tasks.,"Adding Comments and Setting Status:

Open the workflow task that is currently in progress in Accela.
Navigate to the ""Comments"" section of the task interface.
Enter relevant comments or updates pertaining to the task.
Set the status of the task to ""Note"" and ensure that the department and staff details are correctly specified.
Submitting the Note:

After entering the comments and adjusting the status, click on the ""Submit"" button to save your changes.
The task will remain in progress, but the comments entered will be recorded and posted in the Workflow History section of Accela."
,Users want to attach documents to a Performance Plan in TLMS for reference and review.,"Accessing the Attachment Feature:

Navigate to the Performance Plan in TLMS.
Locate the paperclip icon positioned at the top right corner of the performance plan interface.
Adding a Document:

Click on the paperclip icon to open the ""Supporting"" pop-up menu.
Within the pop-up menu, select the ""+"" button to initiate the process of attaching a file.
Uploading the Document:

A new window titled ""Add Attachment"" will appear. Click on ""browse"" to select the file you wish to upload from your computer.
Once you have chosen the document, click on ""Open"". Then, click on ""Upload"" to import the selected document into the performance plan form.
Confirmation:

Upon successful upload, you should see a link to the attached document under the ""Supporting"" tab.
The number of documents indicated next to the paperclip icon will increase to reflect the addition.
Your Leader or reviewer will have visibility of the attached document for reference and review purposes."
,"Users encounter difficulty finding specific documents within Accela records due to the lack of a dedicated search feature in the ""Documents"" tab.","Navigating to the Documents Tab:

Access the desired record in Accela.
Navigate to the ""Documents"" tab within the record interface.
Exporting Document List:

From the drop-down menu on the ""Documents"" tab, select ""CSV Export"". This action will export the list of files associated with the record.
Searching in Excel:

Open the downloaded CSV file using Excel.
Utilize the ""Find"" feature (Ctrl + F) in Excel to search for keywords that match part of the document filename. This method allows you to locate the full filename within the exported list.
Sorting and Navigating in Accela:

Return to Accela after identifying the full filename in Excel.
Click on the ""File Name"" header within the ""Documents"" tab to sort the files alphabetically by name.
Navigate through the sorted list or use pagination to locate the specific document more efficiently within Accela."
,"Users need an efficient way to manage and optimize appointment scheduling, reminders, and cancellations without spending excessive time on administrative tasks. MS Bookings","Microsoft Bookings offers a comprehensive set of features designed to streamline appointment scheduling and management:

Outlook Integration:

Seamlessly integrates with Outlook calendars to coordinate staff schedules and allow customers to book appointments at their convenience.
Ease of Use:

Provides a user-friendly interface for quick setup and intuitive navigation, enabling easy modifications and updates to booking details.
Appointment Management:

Automates appointment reminders to customers and staff based on predefined schedules, ensuring timely notifications with date, time, and directions.
Self-Service Rescheduling and Cancellations:

Enables customers to easily modify or cancel appointments via a link in their confirmation email, with customizable advance notice settings.
Online Meeting Options:

Facilitates online appointments using Microsoft Teams integration, enhancing flexibility for both service providers and customers.
Online Bookings Page:

Allows businesses to create a personalized online bookings page for customers, shareable via email, embedded buttons on websites, or integrated with social media platforms like Facebook.
Custom Questions:

Adds customizable fields to gather specific information from customers during the booking process, enhancing service personalization.
Online Payments:

Integrates with payment processors to enable upfront payment for services, managed through DI&IT setup for secure online transactions.
Reporting:

Provides comprehensive reporting capabilities from the Bookings home page, allowing users to download up to 120 days of booking data for analysis and planning.
Shared Calendar:

Centralizes and manages all staff appointments in one shared calendar view, improving coordination and resource utilization.
Mobile Support:

Offers mobile apps for iOS and Android, enabling staff to manage appointments, access customer information, and communicate directly while on the move.
Accessibility and Licensing:

Accessible to all City employees as part of Office 365 tools, with no additional Bookings license required for staff members.
Training and Resources:

Provides comprehensive training resources including step-by-step instructions and video tutorials to assist users in effectively utilizing Bookings."
,Managers need to know how far back they can make corrections or adjustments to an employee�s timesheet in MyTime.,"Managers can amend timesheets for employees in their delegated assignment groups up to one (1) pay period prior to the current pay period, after the payroll lock is lifted in MyTime."
,Users need to map COB network drives on macOS but may encounter issues with authentication and visibility without prior testing on a PC.,"Confirm Drive Visibility on PC:
Before attempting to map the network drive on macOS, ensure it is visible and accessible on a PC. Note down the drive name, for example, ""REFRESH\NasB,"" and any specific folder names like ""Public.""

Mapping Network Drive on macOS:
a. Click on a blank space on the macOS desktop.
b. Go to the menu bar and click on ""Go.""

Connect to Server:
a. In the drop-down menu, select ""Connect to Server.""
b. Enter the server address in the format smb://nasX/drivename/foldername. Use the example from the print screen for reference.

Authenticate:
Since macOS doesn't directly support Active Directory (AD) password authentication, you may need to authenticate by entering your COB credentials when prompted.

Additional Settings:

Click the ""+"" sign to add the drive to your favorite servers for quick access.
Ensure that ""Connected servers"" is checked in Finder preferences to display the connected drive on the desktop."
,"Brampton Public Library staff members need support for network, telecommunications, and server issues, and tickets need to be logged and assigned appropriately.","Logging Tickets:

For any network issue reported by Brampton Public Library staff, log a ticket and assign it to the Network Services team.
For telecommunications issues, log a ticket and assign it to the Telecom team.
For server-related issues, log a ticket and assign it to the Core Infrastructure team.
Priority Change Requests:

Rakesh Bagga, Jason Baty, Arnie Anderson, and Adi Markus have the authority to request a priority change to P2 for their issues.
Assignment Details:

Ensure each ticket includes clear details about the issue reported and the contact information of the staff member who raised the issue.
Assign tickets promptly to the respective teams based on the type of issue reported (network, telecommunications, server)."
,"Users need access to SharePoint sites, document libraries, or lists, and the process needs to be streamlined and clear.","Request Initiation:

Service Desk obtains the Site URL from the client who needs access.
Verification:

Check the Site Owners List on the Client Services Team Site to identify the Site Owner.
Request Submission:

Instruct the user to submit their access request directly to the Site Owner identified in step 2.
Assistance from Site Owner:

If the Site Owner requires assistance, escalate the ticket to Web Technologies team, providing them with the Site URL."
,"Many users are not regularly updating the iOS on their corporate iPhones and iPads, despite security vulnerabilities associated with older versions.","Policy Overview:

Objective: To ensure all corporate iOS devices are regularly updated to mitigate security risks.
Implementation: IT will enforce an aggressive update policy for all assigned corporate iOS devices (iPhones & iPads).
Communication: Users will be informed about the importance of updating their devices through email communications and other channels.
Policy Enforcement: Devices will be updated automatically from this point forward to maintain security and operational integrity.
Importance of Updating:

Regular iOS updates are crucial to address security vulnerabilities and ensure device performance.
Users are encouraged to comply with the policy to protect organizational data and maintain device functionality."
,Excel - Enabling PowerPivot,"To enable PowerPivot in Excel 2016 Professional Plus, follow these steps:

Open Excel.
Click on the File tab in the top-left corner.
Select Options from the list to open the Excel Options dialog box.
In the Excel Options dialog box, click on Add-ins in the left-hand menu.
In the Manage box at the bottom of the dialog, select COM Add-ins and click Go....
In the COM Add-Ins dialog box that appears, locate Microsoft Power Pivot for Excel in the list.
Check the box next to Microsoft Power Pivot for Excel to enable it, and then click OK.
Close the Excel Options dialog box.
After completing these steps, you should see a new tab labeled Power Pivot in the Excel ribbon at the top."
,The A2G terminal (PinPad) needs to be reinitialized due to a malfunction or error.,"To reinitialize the A2G terminal (PinPad), follow these steps:

Close the A2G application.
Press and hold the yellow button and the '9' key simultaneously on the PinPad until the device restarts.
Once the PinPad has restarted, reopen the A2G application to resume operations."
,"Users need to activate and configure the screen reader, Microsoft Narrator, in Windows 10 for accessibility purposes.","To enable and customize Microsoft Narrator in Windows 10:

Go to Start and open Settings.
Navigate to Ease of Access.
Toggle the Narrator feature ON to activate it.
Optionally, select Start Narrator automatically to have it activate by default.
Choose a voice from the available options under Voice by clicking Choose voice and making a selection.
Adjust the Voice settings such as Speed and Pitch to suit personal preferences.
Customize what Narrator reads aloud under Sounds you hear by enabling or disabling settings like Read hints for control and buttons, Characters you type, and Words you type according to your needs."
,Phone number changes in Outlook Global Address List,"Mobile number change � assign task to Mobility team
Desk phone number change � assign task to Telecom"
,Hastus 2020 Self Service - Login Details," 
Browser Details:
 
If you have issues related to the Edge browser, use an alternate browser such as Chrome or Firefox.  Another remedy is to clear the cache memory; temporary internet files; close the browser and restart again.  If the issues persist, verify that pop-ups are not blocked.
 
To manually allow pop-ups (Chrome), follow the steps below:
 
1.    Click the Chrome menu on the browser toolbar.
2.    Select Settings.
3.    Click Show advanced settings.
4.    In the ""Privacy"" section, click the Content settings button.
5.    In the ""Pop-ups"" section, click Manage exceptions.
 
Login details:
 
Ensure that your Windows password is under 15 characters.  Self Service will not recognize passwords longer than 15 characters.
 
Portal Login from home:  You must first login to bramptonca.sharepoint.com using firstname.lastname@brampton.ca as the username.
 
Navigate to Transit Self Service under Tools and Tech.
 
Transit Self Service Login:  Enter the SAM ID as the 8 letter username for Self Service; i.e. wklapper instead of William.klapperbein@brampton.ca.   This is the username for Self Service ONLY.
 
The link to Self Service is:  http://transitselfservice.brampton.ca/SelfService/.  Be sure to log into the portal before going to this link. 





 
Note the message showing the supported browsers for the web application. Internet Explorer is not supported.
There is a View mobile site link at the bottom of the login page, which is to be used on a tablet:

"
,Setting up Delegate Access in Outlook,"Delegate access in Outlook 2016 should be done via this method:
1.  Click the File tab.
2.  Click Account Settings, and then click Delegate Access.
3.  Click Add. 
      If Add doesn�t appear, an active connection might not exist between Outlook and Exchange. The Outlook status bar displays the connection status.
4.  Type the name of the person whom you want to designate as your delegate, or search for and then click the name in the search results list.
      Note: The delegate must be a person in your organization's Exchange Global Address List (GAL).
5.  Click Add, and then click OK.
6.  In the Delegate Permissions dialog box, accept the default permission settings or select custom access levels for Exchange folders.



7.  Select Options as desired. Click OK.  "
,ICON Remote Worker Configuration,"If you are working remotely on your Corporate laptop, your configuration for access to the ICON program is different than the standard installation for machines located within a COB building.

NOTE:  Before following these instructions, you will need to have a TATG# assigned directly to you."
,ICON & CLASS - Receipt Printing POA & SERVICE BRAMPTON,"Please use the attached document to install and troubleshoot receipt printers for Service Brampton and POA.  They use 2 applications to print, Class and Icon.

Basic Troubleshooting Tips if failure occurs after install

1. Ensure Power is on
2. Ask the user if they can press the feed button to feed the paper through the printer.
3. Reboot the computer - windows update have been known to cause issues.   
3. Verify network connection - possible site visit required. "
,"Users need to understand the features and capabilities of Microsoft Forms for creating surveys, quizzes, and polls efficiently.","Microsoft Forms, included in O365 licenses for all City of Brampton employees, allows easy creation of surveys, quizzes, and polls to gather feedback and information. Here's a detailed breakdown:

Accessibility and Availability:

Microsoft Forms is accessible to all City of Brampton employees through their O365 license.
To enable the Microsoft Forms app, submit a Request for Access ticket if it's not visible in your account.
Forms for Various Purposes:

Use Microsoft Forms to measure employee satisfaction, collect customer feedback, organize events, or improve products and services.
Creating Forms, Surveys, and Quizzes:

Forms/Surveys: Collect information with questions designed to gather data.
Quizzes: Include answers with scores, math equations, and feedback based on selected answers, suitable for assessments.
Response Options:

Employees and external users can respond to forms and quizzes; anonymity is optional.
Limits and Capabilities:

Users can create up to 400 forms, 400 polls, and include up to 200 questions per form/quiz.
Each form can receive up to 50,000 responses, stored securely in the Microsoft Forms Cloud.
Privacy and Data Management:

Responses are saved securely in the Cloud.
Consider privacy concerns when collecting private information; fill out a privacy assessment risk form if needed.
Additional Features:

Currently, file attachments are supported only for forms shared within the organization.
Email receipts for respondents are available within the organization.
Training and Support:

Visit the Digital Academy - Microsoft 365 Apps for training on Microsoft Forms.
Request a 30-minute training session via IT Self Services for personalized guidance on using Microsoft Forms effectively."
,Archibus - Login and User Guide,"Login

1. If you are connecting from home or remotely, you must VPN into the Brampton network first by using NetScaler or other VPN tools.

2. Click or Ctrl-Click this link: https://archibus.brampton.ca/archibus/login.axvw (will not connect with Chrome v88, use Internet Explorer)

3. Once you see the login page, bookmark the URL.

4. If you see the Archibus logo but not the login screen, please clear the history/cache of the browser and re-try the URL.

5. Follow the user guide attached.

6. As soon as you are finished using Archibus, please log out so that other people can log in. There are 50 concurrent licenses shared between Facilities and Transit.

Archibus Support

1. Reach out to your supervisor first. Your supervisor will determine if an IT ticket needs to be submitted."
,Offboarding Process to release a Corporate Owned Device to Personal Device,"1.  Client requests DiiT to release the number from Corporate plan to personal plan with approval from HR or department head.

2.  DiiT will provide full details of all the associated costs with the transfer of the device (Hardware and Services).

3.  Upon approval by the department and the individual, DiiT provides authorization to service provider to release the number.

4.  DiiT will confirm that the device is unlocked and usable with any service provider of client�s choice.

5.  Corporate service provider will provide the interaction ID number which will be provided to the client to complete the transfer.

6.  The device will be removed from City of Brampton�s device management system to remove all corporate content and applications.  This will not impact any of user�s personal content which includes applications and pictures.

7.  Client will need to contact service provider of their choice to complete the migration/transfer of the number and device.  Client will provide the interaction ID number provided by DiiT.

8.  Client completes the transfer with the service provider of choice.

9.  DiiT will confirm with Service Provider that the transfer has been completed.

If client requires any assistance, please contact Deric Karkada at mobilitysupport@brampton.ca or call 905-874-3988."
,Avaya One X Number Pad not showing,"If a user is not able to see the Avaya one X number pad, change the scaling of windows 

Right click windows 10 desktop > display settings >Display > change scaling to 100% 

Should bring dial pad on screen, you can drag it to the middle of the screen and change it back to 150% if the user likes that size of zoom. "
,iOS 17 Live Voicemail feature,"iOS 17 Live Voicemail feature
With iOS 17, Live Voicemail is turned on by default.
A user no longer needs to check their messages the old way
Use Live Voicemail on your iPhone
With Live Voicemail in iOS 17, you can view a real-time transcription of the message someone is leaving you as they speak, giving you immediate context for the call. If you want to address it, you can pick up the call while they're still on the line.

Turn Live Voicemail on or off
1. Open the Settings app, then tap Phone.
2. Tap Live Voicemail.
3. Turn Live Voicemail on or off.
In iOS 17 and later, Live Voicemail is on by default.
When Live Voicemail is on, your phone picks up incoming calls to capture the caller's voicemail for you to see in real-time. Standard calling rates may apply. The caller can't hear you and you can't hear them unless you answer the call.
Live Voicemail is available only in English in the United States and Canada, excluding Guam, Puerto Rico, and the U.S. Virgin Islands.
Send a call to Live Voicemail
When you receive an incoming call and you want to send it to Live Voicemail, tap the Voicemail button.
If you don't answer a call, it's also sent to Live Voicemail.
Where to find Live Voicemail transcriptions
After a call, you can find voicemails captured by your phone with Live Voicemail in the Voicemail tab of the Phone app.
Transcriptions captured during Live Voicemail are available to view as long as you keep the voicemail in your inbox. We know that voicemails can contain precious moments. Your voicemails are never deleted on your behalf, so you can keep them for as long as you'd like.
If Visual Voicemail is turned on, voicemails captured by your carrier also appear in the Voicemail tab. If your iPhone is turned off or out of your carrier network's range, calls go to carrier voicemail. Otherwise, the call goes to Live Voicemail.
Visual Voicemail is available from select carriers in select countries or regions.
"
,I'm not being prompted for my MFA verification information,"Use of corporate workstation (desktop / laptop) will not prompt the users for authentication.
If a user is using a non-corporate workstation, then they will be prompted the first time. This device will have MFA cached for up to 7 days and the user will not be prompted for MFA during this time."
,I have a new phone I want to add it to MFA,"If you have a new phone, you'll need to update your security verification method details (ideally while you still have the original smartphone). This enables your verification prompts to go to the correct device. To update your smartphone, follow the steps in the MFA Setup document."
,My device was lost or stolen MFA,"If you have lost or had your�smartphone�stolen,�contact the Service Desk so they can disable this device. The Service Desk can then setup an alternative Authentication option until the smartphone is replaced."
,I don't have my mobile device with me MFA,"You left your mobile device at home, and now you can't use your phone to verify who you are. Contact the Service Desk so they can add a temporary Authentication option. Once this is enabled, the following steps will allow you to log in with another way.

1. Sign in to your account, select the �I cant use my Microsoft Authenticator app right now�.

2. Choose the Verify your identity Call +X XXXXXXXX56 (where the last 2 digits are the phone you are physically at).

3. The phone number specified will ring. The following message will be played �This is Microsoft sign in system � Press the # key to finish signing in�.
4. Press the # button on the phone."
,Focus AVL Login,"Below is the URL:
https://cob.focusoptimization.com/   in Chrome browser
 
Sign on with the following credentials:

Company 803
Username: your email account
Password: Brampton1!"
,Xplor/PerfectMind � Workstation and PinPad Configuration Notes VLAN�s and Static IP�s,"PerfectMind is the recreation application which replaced CLASS at the COB recreation centers and service areas.   In order to meet with PCI compliance, a number of configurations need to take place with each machine.  This will need to be kept in mind when performing machine replacements, reimaging and refresh, as well as for troubleshooting purposes.
 
VLANs
 
Each workstation that uses PerfectMind AND has a pinpad attached, will need to be in a separate VLAN (VLAN 136).  This will give the machine a 172.30.136.x address
Each pinpad for PerfectMind will need to be in a separate VLAN as well (VLAN 862).  This will give the pinpad a 192.168.162.x.
 
In order to facilitate the above, the switch port that the pinpad and workstation are plugged into have been configured for the appropriate VLAN. 
 
A firewall change request needs to be submitted for each set up to have the VLAN 136 IP address speak with the VLAN 862 IP address for the associated pin pad to computer set up.
 
NOTE:  This means, that you CANNOT move the PerfectMind workstation or PinPad to another cable / port without the assistance of the PerfectMind team and networking to reconfigure the switch port and PerfectMind Station setup.  If this happens, they will not be able to process payments.
 
Once the workstation is plugged in with the proper VLAN, you must configure it for a Static IP address, which is assigned to that particular location.  The PerfectMind Administrators hold the spreadsheet containing the addresses for both the computers and the pin pads.
 
In order to test the configuration, the staff at the site will need to initialize the pinpad and process a transaction.
 
New pin pads or pin pad replacements will need to be programmed with the static IP address assigned.  This can typically be done by the Moneris Technician when replaced but in the event that it is missed or incorrectly programmed it can be done by DI & IT on site.  Consult with the System Administrators to obtain the correct IP address for the station pin pad.
 
The System Administrators for PerfectMind will need to be involved when you are working on a machine that will handle payments.
 
Workstations with Scanners and Gatekickers need to have the com 6 assigned to the scanner and com 7 assigned to the gate kicker"
,How do I find the IP of the WYSE terminal?,"Left click on the desktop � click System Information � Click on the General tab 

NOTE: The WYSE terminal has an IP address that displays the physical IP of the device. The Windows virtual desktop has its own IP address which is assigned by Citrix. If users are NOT utilizing the BAS Shared Desktops, the Windows IP address is found the same way before using BGinfo.    BGInfo is not present in the Hosted Shared (BAS) Desktops, as they are all connected to sessions on the same servers and would therefore have the same IP.  For these instances, you would need to use Director to establish a remote session. 

cid:image029.png@01D088A1.6C07B120

cid:image044.jpg@01D088A1.6C07B120"
,Meet Me Conferencing - Audio Conference,"A meet me conference is a six party dial up conference bridge.   This allows a combination of six internal staff, external staff or outside parties to dial a common number and conduct a conference call. 

Meet me conferences can be booked through Outlook similar to a boardroom.  In Outlook they will be listed as Telephone Conference Service. In the boardroom information the Conference Access Code and the Security Code will be listed.  Please forward this information on to your attending parties. 

Accessing a Meet Me Conference from Your Desk Phone
Dial the Meet Me Extension 45300
Enter the Conference Access Code e.g. 18691
Enter the Conference Security Code e.g. 123456 (6 Digit Pass code)
You will be placed in the conference

Accessing a Meet Me Conference from an External Phone
Dial the Main City of Brampton Meet me number (905) 874-5300
Enter the Conference Access Code   e.g. 18691
Enter the Conference Security Code  e.g. 123456 (6 Digit Pass code)
You will be placed in the conference

Meet Me Conferences are not recorded or monitored.
The meeting organizer is the moderator of the conference.
You will hear a tone when a party enters or leaves a conference.
If a seventh party attempts to enter the conference they will hear a message indicating the conference is now full.

For the benefit of other users, do not exceed your booked conference time."
,Mac/OSX - Password Change Instructions - Service Desk Reference,"Mac/OSX password basics
- Do not assume a caller to Service Desk is using a PC.
I.T. staff can reference the AD Group OSX_Admins for mac users.
- Mac users SHOULD NOT be given PC instructions to change their passwords. Such instructions will create an out of sync scenario between the Mac login password and Azure/O365/AD services.
- If a mac user has totally forgotten their password and is working from home, they must return to the office and cable into the network and then enter the new password supplied by service desk.
Once complete they MUST change their password via the specific mac password change instructions.
- In a work from home scenario all mac computers must be connected to VPN to change their passwords.
NetMotion Mobility VPN Required in work from home password change scenarios. If the user does not have this setup instructions can be found here:

Program Icon for reference, found in the Macs title bar when installed.

Centrify V.5.7.0-224 or newer All Mac computers should have this installed. If an old version is present, please assign the ticket to EUC. (Upgrades are extremely problematic).
Program Icon for reference. Found in system preferences.
"
,"AP Automation - Why do I see ""Invalid credentials specified. Please try again."" when I try to access AP Automation?","
The message �Invalid credentials specified. Please try again"" indicates the employee has entered the wrong User ID.  



Please ensure you are entering your �Alias� User ID instead of your email account.



You can find your Alias in Outlook.  Click on 'Address Book' at the top of the ribbon in Outlook.





The Global Address List Window will open. Type in your last name and click 'Go'.





Double click on your name and your Outlook Information card opens and your �Alias� is located at the right of the screen.
"
,Infor (Hansen) on iPhone,"Please follow the steps below to install Infor on your iPhone:

1.  Go to the App Store

1.   2.  Install 'Citrix Workspace'.

2.   3.  At the Welcome screen �Enter your company email address�, enter the following:  https://storefront.brampton.ca and select Continue

3.   4.  At �Choose a store�, select �appstore1� and Continue

4.   5.  Enter your Windows login credentials

5.   6.  Any favorites in Citrix on your computer will now appear on the iPhone.

          You should not create a shortcut outside the Citrix workspace."
,Accela - How does the payment get tracked?,"Public

-       They give you an Order ID under transaction amount

-       After payment is received, ACA tells customer to note the Record number

       
        

     
BackOffice

-     There is an Invoice number which tracks the details of the fee, once a payment is completed, it generates a receipt number

-     BackOffice also gives you the Order ID which matches the ACA Order ID

       

        


       "
,Mobile Device - Roaming Plan,"To request a roaming plan for your mobile device, fill out the Mobility Provisioning request on IT Self Service.

For further information about roaming and other mobile device information, visit the Mobile Device service card on the Service Catalog."
,MeOnline - Unlock Account,"If client cannot login to MeOnline, check that the MeOnline account is not locked


1.    Navigate to User Profiles, by clicking on PeopleTools, Security, User Profiles:



1.    Confirm that the user is not locked out of their account.  If locked out, uncheck this box and click Save.



"
,HEIC file formats,"There is an application published to All Users that opens HEIC file formats called Apowersoft - Photo Viewer.
 
There is also an application published to All Users named iMazing HEIC to JPG converter that converts from HEIC to jpg.
"
,Hastus 2020 client - Cannot Upgrade Local Release,"If you are trying to upgrade Hastus 2020 PRD local files on your PCs following a new release installation on the central server, and getting the following error:

After you type 1, 2, or 3 <enter> to log into Hastus, you may see this correct message displayed when we are trying to launch Hastus 2020 PRD:

Followed by:

The log file referenced in the file copy screen (black screen) shows Permission denied error:

V:\ drive is available.
The database is available.

To fix this issue: C:\Program Files\Hastus2020PRD folder
Change permissions for �Users� group to allow Modify:

When you restart the upgrade (try to restart Hastus 2020 PRD from the shortcut that points to the batch file), the upgrading of the files locally will now work and Hastus will start:
"
,Accela - Find All Records Assigned to You,"From your dashboard view, click the �Foursquare� button



Open the �Record� portlet



Under �Saved Searches�, select �Records Assigned to Me�
You will now see listed all records assigned to you.



"
